0  -3.14012
0.000244141  -1.5767
0.000488281  -3.13704
0.000732422  -1.57354
0.000976562  -3.13395
0.0012207  -1.57042
0.00146484  -3.1309
0.00170898  -1.56725
0.00195312  -3.1278
0.00219727  -1.56414
0.00244141  -3.12474
0.00268555  -1.56097
0.00292969  -3.12165
0.00317383  -1.55786
0.00341797  -3.11859
0.00366211  -1.5547
0.00390625  -3.1155
0.00415039  -1.55159
0.00439453  -3.11244
0.00463867  -1.54843
0.00488281  -3.10934
0.00512695  -1.54533
0.00537109  -3.10629
0.00561523  -1.54216
0.00585938  -3.10319
0.00610352  -1.53907
0.00634766  -3.10014
0.0065918  -1.53591
0.00683594  -3.09704
0.00708008  -1.53282
0.00732422  -3.094
0.00756836  -1.52965
0.0078125  -3.09088
0.00805664  -1.52658
0.00830078  -3.08785
0.00854492  -1.52339
0.00878906  -3.08473
0.0090332  -1.52033
0.00927734  -3.0817
0.00952148  -1.51716
0.00976562  -3.07859
0.0100098  -1.51408
0.0102539  -3.07555
0.010498  -1.51092
0.0107422  -3.07244
0.0109863  -1.50784
0.0112305  -3.0694
0.0114746  -1.5047
0.0117188  -3.0663
0.0119629  -1.5016
0.012207  -3.06325
0.0124512  -1.49847
0.0126953  -3.06015
0.0129395  -1.49538
0.0131836  -3.0571
0.0134277  -1.49223
0.0136719  -3.054
0.013916  -1.48916
0.0141602  -3.05096
0.0144043  -1.486
0.0146484  -3.04785
0.0148926  -1.48293
0.0151367  -3.04481
0.0153809  -1.47979
0.015625  -3.04171
0.0158691  -1.47671
0.0161133  -3.03866
0.0163574  -1.47357
0.0166016  -3.03557
0.0168457  -1.47049
0.0170898  -3.03252
0.017334  -1.46736
0.0175781  -3.02942
0.0178223  -1.46428
0.0180664  -3.02637
0.0183105  -1.46115
0.0185547  -3.02328
0.0187988  -1.45806
0.019043  -3.02022
0.0192871  -1.45495
0.0195312  -3.01714
0.0197754  -1.45184
0.0200195  -3.01407
0.0202637  -1.44875
0.0205078  -3.011
0.020752  -1.44563
0.0209961  -3.00792
0.0212402  -1.44255
0.0214844  -3.00487
0.0217285  -1.43942
0.0219727  -3.00176
0.0222168  -1.43636
0.0224609  -2.99873
0.0227051  -1.43322
0.0229492  -2.99562
0.0231934  -1.43016
0.0234375  -2.99259
0.0236816  -1.42702
0.0239258  -2.98947
0.0241699  -1.42397
0.0244141  -2.98644
0.0246582  -1.42082
0.0249023  -2.98333
0.0251465  -1.41777
0.0253906  -2.9803
0.0256348  -1.41463
0.0258789  -2.97719
0.026123  -1.41157
0.0263672  -2.97415
0.0266113  -1.40844
0.0268555  -2.97104
0.0270996  -1.40539
0.0273438  -2.96801
0.0275879  -1.40225
0.027832  -2.9649
0.0280762  -1.3992
0.0283203  -2.96188
0.0285645  -1.39606
0.0288086  -2.95875
0.0290527  -1.39302
0.0292969  -2.95574
0.029541  -1.38987
0.0297852  -2.95261
0.0300293  -1.38683
0.0302734  -2.94959
0.0305176  -1.3837
0.0307617  -2.94648
0.0310059  -1.38064
0.03125  -2.94344
0.0314941  -1.37752
0.0317383  -2.94034
0.0319824  -1.37445
0.0322266  -2.9373
0.0324707  -1.37134
0.0327148  -2.9342
0.032959  -1.36828
0.0332031  -2.93117
0.0334473  -1.36515
0.0336914  -2.92805
0.0339355  -1.36211
0.0341797  -2.92503
0.0344238  -1.35897
0.034668  -2.92191
0.0349121  -1.35593
0.0351562  -2.91888
0.0354004  -1.3528
0.0356445  -2.91578
0.0358887  -1.34974
0.0361328  -2.91273
0.036377  -1.34663
0.0366211  -2.90964
0.0368652  -1.34356
0.0371094  -2.90659
0.0373535  -1.34047
0.0375977  -2.90351
0.0378418  -1.33739
0.0380859  -2.90044
0.0383301  -1.3343
0.0385742  -2.89738
0.0388184  -1.33121
0.0390625  -2.89429
0.0393066  -1.32814
