(0.000238411,-1.08235e-11)
(-0.000728523,-1.33383e-11)
(0.00114946,4.2199e-11)
(-0.00115846,-6.66069e-11)
(0.000725911,8.29223e-12)
(1.4188e-05,4.73485e-11)
(-0.000747192,-4.22153e-11)
(0.00122728,-2.62113e-11)
(-0.00122084,3.52984e-11)
(0.000761848,1.27467e-11)
(3.32417e-06,-2.14148e-11)
(-0.000781059,-2.325e-12)
(0.00125038,1.18811e-11)
(-0.00127056,9.14497e-12)
(0.000774848,-1.54298e-11)
(6.66606e-07,3.55668e-13)
(-0.000794135,1.94537e-11)
(0.00129615,-3.22597e-11)
(-0.00128503,1.42092e-12)
(0.000810526,4.13104e-11)
(1.02205e-05,-2.79353e-11)
(-0.000813031,-2.97869e-11)
(0.0013175,3.47895e-11)
(-0.00133322,2.85726e-11)
(0.00081048,-4.51819e-11)
(-5.34583e-06,-6.09585e-12)
(-0.000839106,4.56583e-11)
(0.00135341,-4.14978e-11)
(-0.00135016,7.70082e-12)
(0.000850234,3.92315e-11)
(1.41292e-05,-6.00755e-11)
(-0.000846735,1.23741e-11)
(0.00138658,4.29079e-11)
(-0.00139358,-3.00164e-11)
(0.000850851,-3.41533e-12)
(-7.4483e-06,3.15185e-12)
(-0.000884016,2.06731e-12)
(0.00141399,1.44026e-11)
(-0.00142032,-1.0345e-11)
(0.0008894,-2.1725e-11)
(1.54278e-05,1.21632e-11)
(-0.000885281,3.30242e-11)
(0.00145952,-3.73887e-11)
(-0.00145789,-9.18136e-12)
(0.000895963,4.39223e-11)
(-7.20615e-06,-3.24742e-11)
(-0.000930413,8.34827e-13)
(0.00148101,2.7306e-11)
(-0.00149626,-3.56835e-11)
(0.00093082,1.85758e-11)
(1.50764e-05,1.87061e-12)
(-0.000929301,-1.95626e-11)
(0.00153764,3.9851e-11)
(-0.0015286,-3.93063e-11)
(0.000945808,-9.48711e-12)
(-5.49375e-06,6.29451e-11)
(-0.000979582,-4.57058e-11)
(0.00155594,-1.97199e-11)
(-0.0015789,5.2577e-11)
(0.000976058,-2.88194e-11)
(1.37035e-05,-1.085e-11)
(-0.000979232,2.68849e-11)
(0.00162234,-2.08917e-11)
(-0.00160733,4.35268e-12)
(0.00100074,1.18161e-11)
(-2.81589e-06,-1.33153e-11)
(-0.00103271,3.07769e-12)
(0.00164007,5.6858e-12)
(-0.00166944,-3.71297e-12)
(0.00102632,-4.17575e-13)
(1.17068e-05,4.60701e-13)
(-0.00103566,-5.26673e-12)
(0.00171515,8.56912e-12)
(-0.00169566,2.87518e-12)
(0.0010614,-2.05267e-11)
(5.29487e-07,1.74783e-11)
(-0.001091,6.77492e-12)
(0.00173483,-2.14366e-11)
(-0.00176941,1.88142e-11)
