0  -55.8377
0.000244141  -53.1343
0.000488281  -55.737
0.000732422  -53.1675
0.000976562  -55.6378
0.0012207  -53.2012
0.00146484  -55.5402
0.00170898  -53.2354
0.00195312  -55.4441
0.00219727  -53.2702
0.00244141  -55.3493
0.00268555  -53.3053
0.00292969  -55.256
0.00317383  -53.3411
0.00341797  -55.164
0.00366211  -53.3774
0.00390625  -55.0732
0.00415039  -53.4142
0.00439453  -54.9839
0.00463867  -53.4517
0.00488281  -54.8956
0.00512695  -53.4894
0.00537109  -54.8088
0.00561523  -53.528
0.00585938  -54.723
0.00610352  -53.5668
0.00634766  -54.6385
0.0065918  -53.6065
0.00683594  -54.555
0.00708008  -53.6464
0.00732422  -54.4728
0.00756836  -53.6871
0.0078125  -54.3914
0.00805664  -53.7282
0.00830078  -54.3113
0.00854492  -53.77
0.00878906  -54.2322
0.0090332  -53.8123
0.00927734  -54.1541
0.00952148  -53.8552
0.00976562  -54.0769
0.0100098  -53.8986
0.0102539  -54.0008
0.010498  -53.9427
0.0107422  -53.9256
0.0109863  -53.9873
0.0112305  -53.8513
0.0114746  -54.0325
0.0117188  -53.778
0.0119629  -54.0783
0.012207  -53.7055
0.0124512  -54.1247
0.0126953  -53.6339
0.0129395  -54.1718
0.0131836  -53.5632
0.0134277  -54.2194
0.0136719  -53.4933
0.013916  -54.2676
0.0141602  -53.4242
0.0144043  -54.3166
0.0146484  -53.3559
0.0148926  -54.366
0.0151367  -53.2885
0.0153809  -54.4164
0.015625  -53.2216
0.0158691  -54.4669
0.0161133  -53.1559
0.0163574  -54.5187
0.0166016  -53.0904
0.0168457  -54.5706
0.0170898  -53.0262
0.017334  -54.6237
0.0175781  -52.9622
0.0178223  -54.6769
0.0180664  -52.8994
0.0183105  -54.7314
0.0185547  -52.8368
0.0187988  -54.7861
0.019043  -52.7752
0.0192871  -54.8419
0.0195312  -52.7141
0.0197754  -54.898
0.0200195  -52.6538
0.0202637  -54.9553
0.0205078  -52.5939
0.020752  -55.0129
0.0209961  -52.535
0.0212402  -55.0716
0.0214844  -52.4764
0.0217285  -55.1308
0.0219727  -52.4185
0.0222168  -55.1909
0.0224609  -52.3613
0.0227051  -55.2519
0.0229492  -52.3045
0.0231934  -55.3135
0.0234375  -52.2484
0.0236816  -55.376
0.0239258  -52.1928
0.0241699  -55.4393
0.0244141  -52.1378
0.0246582  -55.5035
0.0249023  -52.0833
0.0251465  -55.5685
0.0253906  -52.0294
0.0256348  -55.6344
0.0258789  -51.976
0.026123  -55.7011
0.0263672  -51.9231
0.0266113  -55.7687
0.0268555  -51.8708
0.0270996  -55.8373
0.0273438  -51.8189
0.0275879  -55.9068
0.027832  -51.7675
0.0280762  -55.9772
0.0283203  -51.7166
0.0285645  -56.0486
0.0288086  -51.6662
0.0290527  -56.1209
0.0292969  -51.6163
0.029541  -56.1943
0.0297852  -51.5668
0.0300293  -56.2687
0.0302734  -51.5177
0.0305176  -56.3441
0.0307617  -51.4692
0.0310059  -56.4205
0.03125  -51.4211
0.0314941  -56.4982
0.0317383  -51.3733
0.0319824  -56.5767
0.0322266  -51.3261
0.0324707  -56.6566
0.0327148  -51.2792
0.032959  -56.7373
0.0332031  -51.2329
0.0334473  -56.8197
0.0336914  -51.1867
0.0339355  -56.9027
0.0341797  -51.1412
0.0344238  -56.9875
0.034668  -51.0958
0.0349121  -57.073
0.0351562  -51.0511
0.0354004  -57.1602
0.0356445  -51.0066
0.0358887  -57.2485
0.0361328  -50.9625
0.036377  -57.3382
