(5.96404e-17,1.22173e-19)
(-0.000755728,-9.83474e-18)
(0.00122081,2.39547e-18)
(-0.0012238,-5.86792e-17)
(0.000760636,2.83179e-17)
(5.62605e-06,5.30031e-19)
(-0.000766871,-1.19248e-17)
(0.00124745,6.23147e-18)
(-0.00125108,7.33029e-18)
(0.000771558,3.07016e-17)
(3.15657e-17,-1.53147e-20)
(-0.000787541,-1.50595e-17)
(0.0012721,8.2223e-17)
(-0.00127536,-6.86904e-17)
(0.000792867,3.4437e-17)
(6.11505e-06,4.12241e-19)
(-0.000799643,-1.69658e-17)
(0.00130107,1.40572e-17)
(-0.001305,-7.4235e-17)
(0.000804746,3.67895e-17)
(-4.57559e-17,-3.3795e-19)
(-0.000822149,-2.04897e-17)
(0.0013279,1.80028e-17)
(-0.00133146,-3.7625e-18)
(0.000827949,-5.95459e-18)
(6.67069e-06,4.57114e-19)
(-0.000835342,-2.27512e-17)
(0.0013595,2.25348e-17)
(-0.00136379,-8.5288e-17)
(0.000840918,4.37209e-17)
(-6.21908e-17,-9.27691e-20)
(-0.000859939,-2.59074e-17)
(0.00138881,2.71496e-17)
(-0.00139272,-1.23009e-17)
(0.00086628,-1.5386e-18)
(7.30565e-06,3.68491e-19)
(-0.000874376,-2.90072e-17)
(0.00142343,3.21076e-17)
(-0.00142812,-1.68129e-17)
(0.000880494,8.70522e-19)
(1.65859e-17,-1.84605e-19)
(-0.00090137,-3.27695e-17)
(0.00145558,3.71758e-17)
(-0.00145989,-2.14439e-17)
(0.000908333,5.51848e-17)
(8.03578e-06,5.63276e-19)
(-0.000917238,-3.5921e-17)
(0.00149367,8.49129e-17)
(-0.00149882,-2.64761e-17)
(0.00092398,6.10069e-18)
(6.5e-17,-2.89873e-20)
(-0.000946995,-4.0026e-17)
(0.0015291,4.79786e-17)
(-0.00153386,1.21644e-17)
(0.000954676,3.65254e-17)
(8.88109e-06,1.74249e-19)
(-0.000964518,1.15633e-17)
(0.0015712,5.3942e-17)
(-0.00157688,-3.71917e-17)
(0.000971983,1.21935e-17)
(9.78417e-18,-1.10736e-20)
(-0.000997485,-1.98979e-17)
(0.00161043,1.40723e-17)
(-0.00161573,-8.8597e-17)
(0.001006,1.58231e-17)
(9.86716e-06,3.32465e-19)
(-0.00101694,6.25298e-18)
(0.00165722,6.65244e-17)
(-0.00166352,-4.89255e-17)
(0.00102525,-1.041e-17)
(3.17915e-17,-3.57101e-19)
(-0.00105366,-2.71596e-17)
(0.0017009,-2.36164e-17)
(-0.00170684,-5.51218e-17)
(0.00106316,2.35139e-17)
(1.10271e-05,1.51377e-19)
(-0.00107538,-6.11628e-17)
(0.0017532,3.09172e-17)
(-0.00176024,-1.21077e-17)
(0.00108469,5.74332e-17)
(5.88323e-17,-6.33732e-20)
(-0.00111654,-3.16334e-18)
(0.00180215,8.82401e-17)
(-0.00180884,-6.91391e-17)
(0.00112721,3.10354e-17)
(1.24042e-05,1.68965e-19)
(-0.00114095,-3.90059e-17)
(0.00186099,4.38407e-17)
(-0.00186889,2.93139e-17)
(0.00115144,3.48987e-17)
(1.82447e-17,-2.64923e-19)
(-0.00118741,-1.06018e-17)
(0.00191621,1.04946e-16)
(-0.00192379,-3.00546e-17)
(0.00119947,6.51448e-18)
(1.40563e-05,7.0453e-19)
(-0.00121504,-1.38459e-17)
(0.00198289,2.14827e-18)
(-0.00199185,1.93402e-17)
(0.00122695,4.4392e-17)
(-5.43915e-17,-2.94766e-19)
(-0.00126787,1.68773e-17)
(0.00204568,6.61673e-17)
