(6.8702e-05,-1.00665e-12)
(-0.000138532,1.32153e-11)
(0.000302015,-3.9179e-11)
(-0.000223156,9.08775e-11)
(0.000165161,-1.37667e-10)
(0.000334837,1.79066e-10)
(-0.000549681,-1.58154e-10)
(0.00100947,1.06119e-10)
(-0.000766736,8.82427e-12)
(0.000594813,-1.03681e-10)
(0.000169079,1.83381e-10)
(-0.00065554,-1.76806e-10)
(0.00109809,1.08438e-10)
(-0.00107424,8.36879e-12)
(0.000599019,-1.26725e-10)
(5.54216e-06,1.77732e-10)
(-0.000802329,-1.65966e-10)
(0.00112998,6.32904e-11)
(-0.00119002,4.71484e-11)
(0.000692457,-1.42295e-10)
(5.76219e-05,1.61985e-10)
(-0.000754433,-1.06163e-10)
(0.00127946,1.85951e-11)
(-0.00119078,7.84336e-11)
(0.000766632,-1.10308e-10)
(4.71078e-05,1.04293e-10)
(-0.000825889,-4.79473e-11)
(0.00126926,-2.64724e-12)
(-0.00131031,2.90476e-11)
(0.000744174,-3.71111e-11)
(1.69966e-05,2.1952e-11)
(-0.000850621,-3.52712e-11)
(0.00134855,4.31869e-11)
(-0.00130392,-6.54569e-11)
(0.0008279,4.29506e-11)
(6.07164e-05,6.91677e-12)
(-0.0008575,-8.73054e-11)
(0.00138383,1.40241e-10)
(-0.00137926,-1.35623e-10)
(0.00080703,5.20022e-11)
(1.46738e-05,7.62938e-11)
(-0.00091718,-1.90181e-10)
(0.00141573,2.28593e-10)
(-0.00140623,-1.53066e-10)
(0.000866068,-1.73256e-12)
(5.84386e-05,1.86349e-10)
(-0.00090585,-2.93831e-10)
(0.00148003,2.84847e-10)
(-0.00144747,-1.33723e-10)
(0.000869678,-9.03085e-11)
(2.47072e-05,2.93039e-10)
(-0.000971005,-3.82319e-10)
(0.00149394,2.94138e-10)
(-0.00150051,-7.13594e-11)
(0.000904146,-2.11791e-10)
(5.28826e-05,4.10276e-10)
(-0.000964459,-4.36484e-10)
(0.00156935,2.5906e-10)
(-0.00152478,5.12362e-11)
(0.000929933,-3.49455e-10)
(3.71535e-05,5.01005e-10)
(-0.00102302,-4.15667e-10)
(0.00158316,1.36953e-10)
(-0.00159256,2.18147e-10)
(0.000948246,-4.69089e-10)
(4.89485e-05,5.06442e-10)
(-0.00102971,-2.98257e-10)
(0.00165993,-4.16769e-11)
(-0.00161284,3.68336e-10)
(0.000989289,-5.13802e-10)
(4.88976e-05,4.31642e-10)
(-0.00107897,-1.52084e-10)
(0.00168276,-1.78636e-10)
(-0.00168754,4.18785e-10)
(0.000999858,-4.58904e-10)
(4.80789e-05,2.94319e-10)
(-0.00110066,-8.63231e-12)
(0.00175716,-2.67256e-10)
(-0.00171217,4.06115e-10)
(0.00105007,-3.61876e-10)
(5.94054e-05,1.53882e-10)
(-0.0011421,1.04347e-10)
(0.00179317,-3.0903e-10)
(-0.00178963,3.64339e-10)
(0.00105942,-2.65754e-10)
(5.04708e-05,6.70763e-11)
(-0.00117792,1.45451e-10)
(0.001865,-2.72757e-10)
(-0.00182365,2.93842e-10)
(0.00111462,-1.9083e-10)
(6.9071e-05,3.98819e-11)
(-0.00121461,1.21818e-10)
(0.00191584,-2.15893e-10)
(-0.00190244,2.26571e-10)
(0.0011274,-1.44576e-10)
(5.59879e-05,9.37565e-12)
(-0.00126303,1.24709e-10)
(0.00198687,-2.01276e-10)
(-0.00194893,1.86166e-10)
(0.0011852,-8.99642e-11)
(7.86081e-05,-4.65088e-11)
(-0.00129853,1.53591e-10)
(0.00205324,-1.9209e-10)
(-0.00202951,1.37752e-10)
(0.00120465,-3.07907e-11)
(6.45254e-05,-8.13731e-11)
(-0.00135823,1.45368e-10)
(0.00212632,-1.28202e-10)
(-0.00209053,6.35397e-11)
(0.0012641,3.34353e-11)
(8.88561e-05,-8.21463e-11)
(-0.00139617,9.16742e-11)
(0.00220877,-3.86577e-11)
(-0.00217466,-2.15979e-11)
(0.00129254,6.39145e-11)
(7.61691e-05,-6.36805e-11)
(-0.00146646,2.14697e-11)
(0.00228753,2.87979e-11)
(-0.00225197,-6.22215e-11)
(0.00135382,5.52859e-11)
(0.000100762,-1.16004e-11)
(-0.0015105,-4.21076e-11)
(0.00238707,7.60401e-11)
(-0.00234249,-6.92206e-11)
(0.0013931,1.57683e-11)
(9.12912e-05,4.85194e-11)
(-0.00159159,-1.04938e-10)
(0.00247581,1.08034e-10)
(-0.00243811,-6.39902e-11)
(0.00145731,-1.89612e-11)
(0.00011545,1.07532e-10)
(-0.00164555,-1.59883e-10)
(0.00259433,1.57139e-10)
(-0.00253887,-8.46043e-11)
(0.00150917,-3.96976e-11)
(0.000110659,1.65005e-10)
(-0.00173874,-2.49286e-10)
(0.00269826,2.22434e-10)
(-0.00265556,-9.49843e-11)
(0.00157827,-1.05918e-10)
(0.000134378,2.84151e-10)
(-0.00180697,-3.44465e-10)
(0.00283907,2.49434e-10)
(-0.00277167,-1.47196e-11)
(0.0016447,-2.47937e-10)
(0.000135612,4.14764e-10)
(-0.00191501,-4.04783e-10)
(0.00296471,1.89325e-10)
(-0.00291353,1.15768e-10)
(0.00172158,-4.02748e-10)
(0.000159594,5.07861e-10)
(-0.00200288,-3.8992e-10)
(0.00313319,8.24286e-11)
(-0.00305179,2.81777e-10)
(0.00180521,-5.29547e-10)
(0.000168381,5.43563e-10)
(-0.00213052,-3.11119e-10)
(0.00328927,-8.18627e-11)
(-0.00322508,4.26355e-10)
(0.0018939,-5.97895e-10)
(0.000194204,4.70957e-10)
(-0.00224531,-1.47576e-10)
(0.00349397,-2.52581e-10)
(-0.00339496,5.17737e-10)
(0.00199851,-5.39075e-10)
(0.0002127,3.13023e-10)
(-0.00240035,4.57619e-11)
(0.00369288,-3.67446e-10)
(-0.00360943,5.00747e-10)
(0.0021047,-4.20296e-10)
(0.000243251,1.53783e-10)
(-0.00255281,1.32655e-10)
(0.00394754,-3.5252e-10)
(-0.00382471,3.97157e-10)
(0.00223599,-2.94603e-10)
(0.000275025,9.0088e-11)
(-0.00274808,1.26832e-10)
(0.00420805,-2.77964e-10)
(-0.00409596,3.21299e-10)
(0.00236788,-2.47552e-10)
(0.000315506,8.42688e-11)
(-0.00295534,1.00587e-10)
(0.00453531,-2.50683e-10)
(-0.00437798,2.98219e-10)
(0.00253475,-2.37222e-10)
(0.000367168,8.84538e-11)
(-0.00321286,8.80657e-11)
(0.00488797,-2.22824e-10)
(-0.00473199,2.7733e-10)
(0.00270465,-2.34263e-10)
(0.000427469,1.14648e-10)
(-0.00350456,4.0516e-11)
(0.00532719,-1.94121e-10)
(-0.00511609,2.85886e-10)
(0.00292137,-2.91187e-10)
(0.000512503,1.7884e-10)
(-0.00386466,1.69577e-11)
(0.00582593,-2.33179e-10)
(-0.00559865,3.75127e-10)
(0.00314858,-3.59766e-10)
(0.000613348,1.83815e-10)
(-0.00429725,9.86788e-11)
(0.00645089,-3.43756e-10)
(-0.00614835,4.47923e-10)
(0.00343858,-3.36735e-10)
(0.000762568,7.67879e-11)
(-0.00484153,2.26966e-10)
(0.00720112,-4.15698e-10)
(-0.00684703,4.19374e-10)
(0.00375404,-2.30869e-10)
(0.000953895,-4.53807e-11)
(-0.00553687,2.91125e-10)
(0.0081662,-3.91859e-10)
(-0.00768889,3.23964e-10)
(0.00415508,-1.20679e-10)
(0.00124975,-1.07719e-10)
(-0.00645622,2.74077e-10)
(0.00940418,-3.0429e-10)
(-0.00879041,2.15424e-10)
(0.00460418,-5.08807e-11)
(0.00167876,-1.01041e-10)
(-0.00772895,1.93657e-10)
(0.0110885,-1.95146e-10)
(-0.0102115,1.40018e-10)
(0.00515848,-4.77812e-11)
(0.00240209,-2.74454e-11)
(-0.00958057,9.33868e-11)
(0.0134599,-1.23222e-10)
(-0.0121716,1.40754e-10)
(0.00573787,-1.17425e-10)
(0.00366386,6.45938e-11)
(-0.0125075,3.3884e-11)
(0.0170467,-1.35047e-10)
(-0.0149066,2.14537e-10)
(0.00620658,-2.0428e-10)
(0.0062554,1.1524e-10)
(-0.0176326,5.52571e-11)
(0.0228941,-2.06495e-10)
(-0.0187816,2.93768e-10)
(0.00551274,-2.43967e-10)
(0.012549,9.00025e-11)
(-0.0280572,1.1609e-10)
(0.0330305,-2.75601e-10)
(-0.0224771,3.20654e-10)
(-0.00225783,-2.27027e-10)
(0.0318313,3.94506e-11)
(-0.0503184,1.70565e-10)
(0.0422449,-3.03962e-10)
(-0.0044841,3.19097e-10)
(-0.043073,-1.98304e-10)
(0.0651321,1.54734e-18)
(-0.043073,1.98304e-10)
(-0.0044841,-3.19097e-10)
(0.0422449,3.03962e-10)
(-0.0503184,-1.70565e-10)
(0.0318313,-3.94506e-11)
(-0.00225783,2.27027e-10)
(-0.0224771,-3.20654e-10)
(0.0330305,2.75601e-10)
(-0.0280572,-1.1609e-10)
(0.012549,-9.00025e-11)
(0.00551274,2.43967e-10)
(-0.0187816,-2.93768e-10)
(0.0228941,2.06495e-10)
(-0.0176326,-5.52571e-11)
(0.0062554,-1.1524e-10)
(0.00620658,2.0428e-10)
(-0.0149066,-2.14537e-10)
(0.0170467,1.35047e-10)
(-0.0125075,-3.3884e-11)
(0.00366386,-6.45938e-11)
(0.00573787,1.17425e-10)
(-0.0121716,-1.40754e-10)
(0.0134599,1.23222e-10)
(-0.00958057,-9.33868e-11)
(0.00240209,2.74454e-11)
(0.00515848,4.77812e-11)
(-0.0102115,-1.40018e-10)
(0.0110885,1.95146e-10)
(-0.00772895,-1.93657e-10)
(0.00167876,1.01041e-10)
(0.00460418,5.08807e-11)
(-0.00879041,-2.15424e-10)
(0.00940418,3.0429e-10)
(-0.00645622,-2.74077e-10)
(0.00124975,1.07719e-10)
(0.00415508,1.20679e-10)
(-0.00768889,-3.23964e-10)
(0.0081662,3.91859e-10)
(-0.00553687,-2.91125e-10)
(0.000953895,4.53807e-11)
(0.00375404,2.30869e-10)
(-0.00684703,-4.19374e-10)
(0.00720112,4.15698e-10)
