-0.5  2.30991
-0.499756  -1.5595
-0.499512  -2.35225
-0.499268  3.14022
-0.499023  2.31437
-0.498779  -1.55636
-0.498535  -2.34919
-0.498291  -3.1399
-0.498047  2.31874
-0.497803  -1.55323
-0.497559  -2.34613
-0.497314  -3.13683
-0.49707  2.32303
-0.496826  -1.55009
-0.496582  -2.34307
-0.496338  -3.13377
-0.496094  2.32725
-0.49585  -1.54695
-0.495605  -2.34001
-0.495361  -3.13071
-0.495117  2.33141
-0.494873  -1.5438
-0.494629  -2.33695
-0.494385  -3.12764
-0.494141  2.33551
-0.493896  -1.54066
-0.493652  -2.33388
-0.493408  -3.12458
-0.493164  2.33955
-0.49292  -1.53751
-0.492676  -2.33082
-0.492432  -3.12152
-0.492188  2.34354
-0.491943  -1.53436
-0.491699  -2.32776
-0.491455  -3.11846
-0.491211  2.34749
-0.490967  -1.53121
-0.490723  -2.3247
-0.490479  -3.11539
-0.490234  2.35139
-0.48999  -1.52806
-0.489746  -2.32164
-0.489502  -3.11233
-0.489258  2.35524
-0.489014  -1.52491
-0.48877  -2.31857
-0.488525  -3.10927
-0.488281  2.35907
-0.488037  -1.52175
-0.487793  -2.31551
-0.487549  -3.10621
-0.487305  2.36285
-0.487061  -1.51859
-0.486816  -2.31245
-0.486572  -3.10315
-0.486328  2.3666
-0.486084  -1.51543
-0.48584  -2.30939
-0.485596  -3.10009
-0.485352  2.37033
-0.485107  -1.51226
-0.484863  -2.30632
-0.484619  -3.09702
-0.484375  2.37402
-0.484131  -1.5091
-0.483887  -2.30326
-0.483643  -3.09396
-0.483398  2.37768
-0.483154  -1.50593
-0.48291  -2.3002
-0.482666  -3.0909
-0.482422  2.38132
-0.482178  -1.50275
-0.481934  -2.29713
-0.481689  -3.08784
-0.481445  2.38494
-0.481201  -1.49958
-0.480957  -2.29407
-0.480713  -3.08478
-0.480469  2.38853
-0.480225  -1.4964
-0.47998  -2.291
-0.479736  -3.08172
-0.479492  2.3921
-0.479248  -1.49322
-0.479004  -2.28794
-0.47876  -3.07866
-0.478516  2.39566
-0.478271  -1.49004
-0.478027  -2.28488
-0.477783  -3.0756
-0.477539  2.39919
-0.477295  -1.48685
-0.477051  -2.28181
-0.476807  -3.07254
-0.476562  2.4027
